facet_raw,facet_normalized,category,conversation_observable,sensitivity,abstention_reason,scoring_anchors
Casual lifestyle,Casual lifestyle,personality_trait,True,low,,"1=Very low Casual lifestyle, or the opposite trait is expressed; 3=Moderate/average Casual lifestyle; 5=Very high Casual lifestyle clearly expressed in the conversation."
Collectedness,Collectedness,personality_trait,True,low,,"1=Very low Collectedness, or the opposite trait is expressed; 3=Moderate/average Collectedness; 5=Very high Collectedness clearly expressed in the conversation."
Reliance on context,Reliance on context,personality_trait,True,low,,"1=Very low Reliance on context, or the opposite trait is expressed; 3=Moderate/average Reliance on context; 5=Very high Reliance on context clearly expressed in the conversation."
Delegation skills,Delegation skills,personality_trait,True,low,,"1=Very low Delegation skills, or the opposite trait is expressed; 3=Moderate/average Delegation skills; 5=Very high Delegation skills clearly expressed in the conversation."
767. I Ching hexagram 49 resonance level,I Ching hexagram 49 resonance level,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
Managing emotions,Managing emotions,personality_trait,True,low,,"1=Very low Managing emotions, or the opposite trait is expressed; 3=Moderate/average Managing emotions; 5=Very high Managing emotions clearly expressed in the conversation."
Scripture memorization verses,Scripture memorization verses,personality_trait,True,low,,"1=Very low Scripture memorization verses, or the opposite trait is expressed; 3=Moderate/average Scripture memorization verses; 5=Very high Scripture memorization verses clearly expressed in the conversation."
Conventional,Conventional,personality_trait,True,low,,"1=Very low Conventional, or the opposite trait is expressed; 3=Moderate/average Conventional; 5=Very high Conventional clearly expressed in the conversation."
890. Hindu spiritual metric: Bhagavad-Gita study hours,Hindu spiritual metric: Bhagavad-Gita study hours,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
Open-source contributions,Open-source contributions,personality_trait,True,low,,"1=Very low Open-source contributions, or the opposite trait is expressed; 3=Moderate/average Open-source contributions; 5=Very high Open-source contributions clearly expressed in the conversation."
Psychological construct: Social Conformity tendency,Psychological construct: Social Conformity tendency,behavioral_tendency,True,low,,"1=No indication of Psychological construct: Social Conformity tendency in what the person says or describes; 3=Occasional or moderate indication of Psychological construct: Social Conformity tendency; 5=Strong, repeated indication of Psychological construct: Social Conformity tendency in the described behavior."
Individuality,Individuality,personality_trait,True,low,,"1=Very low Individuality, or the opposite trait is expressed; 3=Moderate/average Individuality; 5=Very high Individuality clearly expressed in the conversation."
740. I Ching hexagram 22 resonance level,I Ching hexagram 22 resonance level,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
Attachment style: Secure,Attachment style: Secure,personality_trait,True,low,,"1=Very low Attachment style: Secure, or the opposite trait is expressed; 3=Moderate/average Attachment style: Secure; 5=Very high Attachment style: Secure clearly expressed in the conversation."
Intelligence Quotient (IQ),Intelligence Quotient (IQ),personality_trait,True,low,,"1=Very low Intelligence Quotient (IQ), or the opposite trait is expressed; 3=Moderate/average Intelligence Quotient (IQ); 5=Very high Intelligence Quotient (IQ) clearly expressed in the conversation."
Blog-subscriber count,Blog-subscriber count,social_demographic,False,low,"Requires a factual/demographic record (counts, logs, official data) rather than something inferable from conversational tone or content.",
Non-Verbal Communication Skills,Non-Verbal Communication Skills,personality_trait,True,low,,"1=Very low Non-Verbal Communication Skills, or the opposite trait is expressed; 3=Moderate/average Non-Verbal Communication Skills; 5=Very high Non-Verbal Communication Skills clearly expressed in the conversation."
Drug-use history,Drug-use history,personality_trait,True,low,,"1=Very low Drug-use history, or the opposite trait is expressed; 3=Moderate/average Drug-use history; 5=Very high Drug-use history clearly expressed in the conversation."
Commute time/day,Commute time/day,social_demographic,False,low,"Requires a factual/demographic record (counts, logs, official data) rather than something inferable from conversational tone or content.",
Decision-making speed,Decision-making speed,personality_trait,True,low,,"1=Very low Decision-making speed, or the opposite trait is expressed; 3=Moderate/average Decision-making speed; 5=Very high Decision-making speed clearly expressed in the conversation."
Psychological construct: Excuse-Making tendency,Psychological construct: Excuse-Making tendency,behavioral_tendency,True,low,,"1=No indication of Psychological construct: Excuse-Making tendency in what the person says or describes; 3=Occasional or moderate indication of Psychological construct: Excuse-Making tendency; 5=Strong, repeated indication of Psychological construct: Excuse-Making tendency in the described behavior."
Peer-to-peer lending usage,Peer-to-peer lending usage,personality_trait,True,low,,"1=Very low Peer-to-peer lending usage, or the opposite trait is expressed; 3=Moderate/average Peer-to-peer lending usage; 5=Very high Peer-to-peer lending usage clearly expressed in the conversation."
Psychological construct: Eye-Contact avoidance score,Psychological construct: Eye-Contact avoidance score,behavioral_tendency,True,low,,"1=No indication of Psychological construct: Eye-Contact avoidance score in what the person says or describes; 3=Occasional or moderate indication of Psychological construct: Eye-Contact avoidance score; 5=Strong, repeated indication of Psychological construct: Eye-Contact avoidance score in the described behavior."
Social-cognition variable: Faux Pas Recognition accuracy,Social-cognition variable: Faux Pas Recognition accuracy,personality_trait,True,low,,"1=Very low Social-cognition variable: Faux Pas Recognition accuracy, or the opposite trait is expressed; 3=Moderate/average Social-cognition variable: Faux Pas Recognition accuracy; 5=Very high Social-cognition variable: Faux Pas Recognition accuracy clearly expressed in the conversation."
Conscientiousness (C):,Conscientiousness (C),header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
Use of Nature as a Stress Reliever,Use of Nature as a Stress Reliever,personality_trait,True,low,,"1=Very low Use of Nature as a Stress Reliever, or the opposite trait is expressed; 3=Moderate/average Use of Nature as a Stress Reliever; 5=Very high Use of Nature as a Stress Reliever clearly expressed in the conversation."
Attitude toward learning,Attitude toward learning,personality_trait,True,low,,"1=Very low Attitude toward learning, or the opposite trait is expressed; 3=Moderate/average Attitude toward learning; 5=Very high Attitude toward learning clearly expressed in the conversation."
Conscientiousness Facets:,Conscientiousness Facets,header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
Honesty-humility trait score,Honesty-humility trait score,personality_trait,True,low,,"1=Very low Honesty-humility trait score, or the opposite trait is expressed; 3=Moderate/average Honesty-humility trait score; 5=Very high Honesty-humility trait score clearly expressed in the conversation."
Digital-nomad months,Digital-nomad months,personality_trait,True,low,,"1=Very low Digital-nomad months, or the opposite trait is expressed; 3=Moderate/average Digital-nomad months; 5=Very high Digital-nomad months clearly expressed in the conversation."
516. Religious coping – Negative,Religious coping – Negative,personality_trait,True,low,,"1=Very low Religious coping – Negative, or the opposite trait is expressed; 3=Moderate/average Religious coping – Negative; 5=Very high Religious coping – Negative clearly expressed in the conversation."
Snacking Behavior,Snacking Behavior,behavioral_tendency,True,low,,"1=No indication of Snacking Behavior in what the person says or describes; 3=Occasional or moderate indication of Snacking Behavior; 5=Strong, repeated indication of Snacking Behavior in the described behavior."
Aura-color perception,Aura-color perception,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
638. Sacred text engagement: Zohar (Kabbalah) study hours,Sacred text engagement: Zohar (Kabbalah) study hours,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
Motivational Drivers:,Motivational Drivers,header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
Cloud-backup frequency,Cloud-backup frequency,personality_trait,True,low,,"1=Very low Cloud-backup frequency, or the opposite trait is expressed; 3=Moderate/average Cloud-backup frequency; 5=Very high Cloud-backup frequency clearly expressed in the conversation."
Learning Style,Learning Style,personality_trait,True,low,,"1=Very low Learning Style, or the opposite trait is expressed; 3=Moderate/average Learning Style; 5=Very high Learning Style clearly expressed in the conversation."
872. Islamic practice: Seerah study hours,Islamic practice: Seerah study hours,personality_trait,True,low,,"1=Very low Islamic practice: Seerah study hours, or the opposite trait is expressed; 3=Moderate/average Islamic practice: Seerah study hours; 5=Very high Islamic practice: Seerah study hours clearly expressed in the conversation."
Safety compliance,Safety compliance,personality_trait,True,low,,"1=Very low Safety compliance, or the opposite trait is expressed; 3=Moderate/average Safety compliance; 5=Very high Safety compliance clearly expressed in the conversation."
Sensationalism,Sensationalism,personality_trait,True,low,,"1=Very low Sensationalism, or the opposite trait is expressed; 3=Moderate/average Sensationalism; 5=Very high Sensationalism clearly expressed in the conversation."
Nationality,Nationality,personality_trait,True,low,,"1=Very low Nationality, or the opposite trait is expressed; 3=Moderate/average Nationality; 5=Very high Nationality clearly expressed in the conversation."
Drollness,Drollness,personality_trait,True,low,,"1=Very low Drollness, or the opposite trait is expressed; 3=Moderate/average Drollness; 5=Very high Drollness clearly expressed in the conversation."
Cooperation,Cooperation,personality_trait,True,low,,"1=Very low Cooperation, or the opposite trait is expressed; 3=Moderate/average Cooperation; 5=Very high Cooperation clearly expressed in the conversation."
Breakfast-skipping frequency,Breakfast-skipping frequency,personality_trait,True,low,,"1=Very low Breakfast-skipping frequency, or the opposite trait is expressed; 3=Moderate/average Breakfast-skipping frequency; 5=Very high Breakfast-skipping frequency clearly expressed in the conversation."
922. Sikh spiritual metric: Kirtan participation frequency,Sikh spiritual metric: Kirtan participation frequency,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
Impulsivity,Impulsivity,behavioral_tendency,True,low,,"1=No indication of Impulsivity in what the person says or describes; 3=Occasional or moderate indication of Impulsivity; 5=Strong, repeated indication of Impulsivity in the described behavior."
Museum visits/year,Museum visits/year,personality_trait,True,low,,"1=Very low Museum visits/year, or the opposite trait is expressed; 3=Moderate/average Museum visits/year; 5=Very high Museum visits/year clearly expressed in the conversation."
Choir participation years,Choir participation years,personality_trait,True,low,,"1=Very low Choir participation years, or the opposite trait is expressed; 3=Moderate/average Choir participation years; 5=Very high Choir participation years clearly expressed in the conversation."
Delegation Ability,Delegation Ability,personality_trait,True,low,,"1=Very low Delegation Ability, or the opposite trait is expressed; 3=Moderate/average Delegation Ability; 5=Very high Delegation Ability clearly expressed in the conversation."
788. Kabbalah sephira balance: Tiferet,Kabbalah sephira balance: Tiferet,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
Desire to influence others,Desire to influence others,personality_trait,True,low,,"1=Very low Desire to influence others, or the opposite trait is expressed; 3=Moderate/average Desire to influence others; 5=Very high Desire to influence others clearly expressed in the conversation."
Vivacity,Vivacity,personality_trait,True,low,,"1=Very low Vivacity, or the opposite trait is expressed; 3=Moderate/average Vivacity; 5=Very high Vivacity clearly expressed in the conversation."
Genialness,Genialness,personality_trait,True,low,,"1=Very low Genialness, or the opposite trait is expressed; 3=Moderate/average Genialness; 5=Very high Genialness clearly expressed in the conversation."
Cognitive measure: Working Memory Index,Cognitive measure: Working Memory Index,cognitive_ability,True,low,,"1=No evidence of Cognitive measure: Working Memory Index in the conversation; 3=Average/typical evidence of Cognitive measure: Working Memory Index; 5=Strong, clear evidence of high Cognitive measure: Working Memory Index demonstrated in the person's reasoning or language."
Ethical practices,Ethical practices,personality_trait,True,low,,"1=Very low Ethical practices, or the opposite trait is expressed; 3=Moderate/average Ethical practices; 5=Very high Ethical practices clearly expressed in the conversation."
945. New-Age spiritual metric: Channeling sessions / year,New-Age spiritual metric: Channeling sessions / year,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
Civility,Civility,personality_trait,True,low,,"1=Very low Civility, or the opposite trait is expressed; 3=Moderate/average Civility; 5=Very high Civility clearly expressed in the conversation."
Sleep Apnea,Sleep Apnea,medical_biological,False,high,"Requires a clinical measurement, lab test, or diagnosis record; cannot be responsibly inferred from conversational text alone.",
Classiness,Classiness,personality_trait,True,low,,"1=Very low Classiness, or the opposite trait is expressed; 3=Moderate/average Classiness; 5=Very high Classiness clearly expressed in the conversation."
Control over situations,Control over situations,personality_trait,True,low,,"1=Very low Control over situations, or the opposite trait is expressed; 3=Moderate/average Control over situations; 5=Very high Control over situations clearly expressed in the conversation."
Time outdoors/day (h),Time outdoors/day (h),personality_trait,True,low,,"1=Very low Time outdoors/day (h), or the opposite trait is expressed; 3=Moderate/average Time outdoors/day (h); 5=Very high Time outdoors/day (h) clearly expressed in the conversation."
Effeteness,Effeteness,personality_trait,True,low,,"1=Very low Effeteness, or the opposite trait is expressed; 3=Moderate/average Effeteness; 5=Very high Effeteness clearly expressed in the conversation."
Polygenic risk: cardiovascular disease,Polygenic risk: cardiovascular disease,medical_biological,False,high,"Requires a clinical measurement, lab test, or diagnosis record; cannot be responsibly inferred from conversational text alone.",
Psychological construct: Identity Diffusion level,Psychological construct: Identity Diffusion level,personality_trait,True,low,,"1=Very low Psychological construct: Identity Diffusion level, or the opposite trait is expressed; 3=Moderate/average Psychological construct: Identity Diffusion level; 5=Very high Psychological construct: Identity Diffusion level clearly expressed in the conversation."
Learning through movement,Learning through movement,personality_trait,True,low,,"1=Very low Learning through movement, or the opposite trait is expressed; 3=Moderate/average Learning through movement; 5=Very high Learning through movement clearly expressed in the conversation."
Caffeine sensitivity gene,Caffeine sensitivity gene,personality_trait,True,low,,"1=Very low Caffeine sensitivity gene, or the opposite trait is expressed; 3=Moderate/average Caffeine sensitivity gene; 5=Very high Caffeine sensitivity gene clearly expressed in the conversation."
Hatefulness,Hatefulness,personality_trait,True,low,,"1=Very low Hatefulness, or the opposite trait is expressed; 3=Moderate/average Hatefulness; 5=Very high Hatefulness clearly expressed in the conversation."
Persistence:,Persistence,header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
Psychological construct: Perfectionistic Strivings,Psychological construct: Perfectionistic Strivings,personality_trait,True,low,,"1=Very low Psychological construct: Perfectionistic Strivings, or the opposite trait is expressed; 3=Moderate/average Psychological construct: Perfectionistic Strivings; 5=Very high Psychological construct: Perfectionistic Strivings clearly expressed in the conversation."
Wake-time consistency,Wake-time consistency,personality_trait,True,low,,"1=Very low Wake-time consistency, or the opposite trait is expressed; 3=Moderate/average Wake-time consistency; 5=Very high Wake-time consistency clearly expressed in the conversation."
Numerical Reasoning:,Numerical Reasoning,header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
Social-cognition variable: Mentalizing network activation,Social-cognition variable: Mentalizing network activation,personality_trait,True,low,,"1=Very low Social-cognition variable: Mentalizing network activation, or the opposite trait is expressed; 3=Moderate/average Social-cognition variable: Mentalizing network activation; 5=Very high Social-cognition variable: Mentalizing network activation clearly expressed in the conversation."
Patriotism,Patriotism,personality_trait,True,low,,"1=Very low Patriotism, or the opposite trait is expressed; 3=Moderate/average Patriotism; 5=Very high Patriotism clearly expressed in the conversation."
Leadership Styles:,Leadership Styles,header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
Servility,Servility,personality_trait,True,low,,"1=Very low Servility, or the opposite trait is expressed; 3=Moderate/average Servility; 5=Very high Servility clearly expressed in the conversation."
742. I Ching hexagram 24 resonance level,I Ching hexagram 24 resonance level,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
Enneagram Personality Types:,Enneagram Personality Types,header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
Stress Recovery Ability,Stress Recovery Ability,personality_trait,True,low,,"1=Very low Stress Recovery Ability, or the opposite trait is expressed; 3=Moderate/average Stress Recovery Ability; 5=Very high Stress Recovery Ability clearly expressed in the conversation."
Troubleshooting technical issues,Troubleshooting technical issues,personality_trait,True,low,,"1=Very low Troubleshooting technical issues, or the opposite trait is expressed; 3=Moderate/average Troubleshooting technical issues; 5=Very high Troubleshooting technical issues clearly expressed in the conversation."
Defense-mechanism tendency: Introjection,Defense-mechanism tendency: Introjection,behavioral_tendency,True,low,,"1=No indication of Defense-mechanism tendency: Introjection in what the person says or describes; 3=Occasional or moderate indication of Defense-mechanism tendency: Introjection; 5=Strong, repeated indication of Defense-mechanism tendency: Introjection in the described behavior."
Irritability,Irritability,personality_trait,True,low,,"1=Very low Irritability, or the opposite trait is expressed; 3=Moderate/average Irritability; 5=Very high Irritability clearly expressed in the conversation."
Travel-companions diversity,Travel-companions diversity,personality_trait,True,low,,"1=Very low Travel-companions diversity, or the opposite trait is expressed; 3=Moderate/average Travel-companions diversity; 5=Very high Travel-companions diversity clearly expressed in the conversation."
627. Sacred text engagement: Quran surahs memorized,Sacred text engagement: Quran surahs memorized,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
Trust in others,Trust in others,personality_trait,True,low,,"1=Very low Trust in others, or the opposite trait is expressed; 3=Moderate/average Trust in others; 5=Very high Trust in others clearly expressed in the conversation."
Gamified-finance-app usage,Gamified-finance-app usage,personality_trait,True,low,,"1=Very low Gamified-finance-app usage, or the opposite trait is expressed; 3=Moderate/average Gamified-finance-app usage; 5=Very high Gamified-finance-app usage clearly expressed in the conversation."
823. Buddhist practice: Eightfold Path – Right Intention level,Buddhist practice: Eightfold Path – Right Intention level,personality_trait,True,low,,"1=Very low Buddhist practice: Eightfold Path – Right Intention level, or the opposite trait is expressed; 3=Moderate/average Buddhist practice: Eightfold Path – Right Intention level; 5=Very high Buddhist practice: Eightfold Path – Right Intention level clearly expressed in the conversation."
Caffeine intake (mg/day),Caffeine intake (mg/day),personality_trait,True,low,,"1=Very low Caffeine intake (mg/day), or the opposite trait is expressed; 3=Moderate/average Caffeine intake (mg/day); 5=Very high Caffeine intake (mg/day) clearly expressed in the conversation."
Comfort with Vulnerability,Comfort with Vulnerability,personality_trait,True,low,,"1=Very low Comfort with Vulnerability, or the opposite trait is expressed; 3=Moderate/average Comfort with Vulnerability; 5=Very high Comfort with Vulnerability clearly expressed in the conversation."
Anticipativeness,Anticipativeness,personality_trait,True,low,,"1=Very low Anticipativeness, or the opposite trait is expressed; 3=Moderate/average Anticipativeness; 5=Very high Anticipativeness clearly expressed in the conversation."
Additional Common Parameters and Their End Points:,Additional Common Parameters and Their End Points,header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
Avoiding:,Avoiding,header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
Home-security-system presence,Home-security-system presence,personality_trait,True,low,,"1=Very low Home-security-system presence, or the opposite trait is expressed; 3=Moderate/average Home-security-system presence; 5=Very high Home-security-system presence clearly expressed in the conversation."
HEXACO domain: Honesty-Humility,HEXACO domain: Honesty-Humility,personality_trait,True,low,,"1=Very low HEXACO domain: Honesty-Humility, or the opposite trait is expressed; 3=Moderate/average HEXACO domain: Honesty-Humility; 5=Very high HEXACO domain: Honesty-Humility clearly expressed in the conversation."
Eating Habits (Home-Cooked vs. Eating Out),Eating Habits (Home-Cooked vs. Eating Out),behavioral_tendency,True,low,,"1=No indication of Eating Habits (Home-Cooked vs. Eating Out) in what the person says or describes; 3=Occasional or moderate indication of Eating Habits (Home-Cooked vs. Eating Out); 5=Strong, repeated indication of Eating Habits (Home-Cooked vs. Eating Out) in the described behavior."
Decision-Making Confidence,Decision-Making Confidence,personality_trait,True,low,,"1=Very low Decision-Making Confidence, or the opposite trait is expressed; 3=Moderate/average Decision-Making Confidence; 5=Very high Decision-Making Confidence clearly expressed in the conversation."
Alignment with societal roles,Alignment with societal roles,personality_trait,True,low,,"1=Very low Alignment with societal roles, or the opposite trait is expressed; 3=Moderate/average Alignment with societal roles; 5=Very high Alignment with societal roles clearly expressed in the conversation."
Connectedness: Belief in interconnections,Connectedness: Belief in interconnections,personality_trait,True,low,,"1=Very low Connectedness: Belief in interconnections, or the opposite trait is expressed; 3=Moderate/average Connectedness: Belief in interconnections; 5=Very high Connectedness: Belief in interconnections clearly expressed in the conversation."
Quirkiness,Quirkiness,personality_trait,True,low,,"1=Very low Quirkiness, or the opposite trait is expressed; 3=Moderate/average Quirkiness; 5=Very high Quirkiness clearly expressed in the conversation."
Creative resilience,Creative resilience,personality_trait,True,low,,"1=Very low Creative resilience, or the opposite trait is expressed; 3=Moderate/average Creative resilience; 5=Very high Creative resilience clearly expressed in the conversation."
Rapid cognitive processing,Rapid cognitive processing,cognitive_ability,True,low,,"1=No evidence of Rapid cognitive processing in the conversation; 3=Average/typical evidence of Rapid cognitive processing; 5=Strong, clear evidence of high Rapid cognitive processing demonstrated in the person's reasoning or language."
Cordiality,Cordiality,personality_trait,True,low,,"1=Very low Cordiality, or the opposite trait is expressed; 3=Moderate/average Cordiality; 5=Very high Cordiality clearly expressed in the conversation."
Types of Mindfulness Techniques Used,Types of Mindfulness Techniques Used,header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
Economic reasoning,Economic reasoning,cognitive_ability,True,low,,"1=No evidence of Economic reasoning in the conversation; 3=Average/typical evidence of Economic reasoning; 5=Strong, clear evidence of high Economic reasoning demonstrated in the person's reasoning or language."
Conformity,Conformity,personality_trait,True,low,,"1=Very low Conformity, or the opposite trait is expressed; 3=Moderate/average Conformity; 5=Very high Conformity clearly expressed in the conversation."
Pet-enrichment activities count,Pet-enrichment activities count,social_demographic,False,low,"Requires a factual/demographic record (counts, logs, official data) rather than something inferable from conversational tone or content.",
Aestheticism,Aestheticism,personality_trait,True,low,,"1=Very low Aestheticism, or the opposite trait is expressed; 3=Moderate/average Aestheticism; 5=Very high Aestheticism clearly expressed in the conversation."
Type of Support Preferred (Emotional vs. Practical),Type of Support Preferred (Emotional vs. Practical),header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
Mental Arithmetic Speed,Mental Arithmetic Speed,cognitive_ability,True,low,,"1=No evidence of Mental Arithmetic Speed in the conversation; 3=Average/typical evidence of Mental Arithmetic Speed; 5=Strong, clear evidence of high Mental Arithmetic Speed demonstrated in the person's reasoning or language."
Patience: Resistance to anger,Patience: Resistance to anger,personality_trait,True,low,,"1=Very low Patience: Resistance to anger, or the opposite trait is expressed; 3=Moderate/average Patience: Resistance to anger; 5=Very high Patience: Resistance to anger clearly expressed in the conversation."
Flawlessness,Flawlessness,personality_trait,True,low,,"1=Very low Flawlessness, or the opposite trait is expressed; 3=Moderate/average Flawlessness; 5=Very high Flawlessness clearly expressed in the conversation."
Self-Efficacy,Self-Efficacy,personality_trait,True,low,,"1=Very low Self-Efficacy, or the opposite trait is expressed; 3=Moderate/average Self-Efficacy; 5=Very high Self-Efficacy clearly expressed in the conversation."
Computer Skills:,Computer Skills,header_or_malformed,False,low,"This row is a CSV formatting artifact (category header, categorical label, or malformed entry), not a scorable 1-5 trait.",
899. Jewish spiritual metric: Shabbat candle-lighting consistency,Jewish spiritual metric: Shabbat candle-lighting consistency,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
Spelling Accuracy,Spelling Accuracy,cognitive_ability,True,low,,"1=No evidence of Spelling Accuracy in the conversation; 3=Average/typical evidence of Spelling Accuracy; 5=Strong, clear evidence of high Spelling Accuracy demonstrated in the person's reasoning or language."
793. Sufi practice: Dhikr repetitions / day,Sufi practice: Dhikr repetitions / day,spiritual_esoteric,False,medium,"Requires self-reported practice history/records (e.g. session counts, ritual frequency) that a short conversation cannot reliably establish.",
Peacefulness,Peacefulness,personality_trait,True,low,,"1=Very low Peacefulness, or the opposite trait is expressed; 3=Moderate/average Peacefulness; 5=Very high Peacefulness clearly expressed in the conversation."
Doggedness,Doggedness,personality_trait,True,low,,"1=Very low Doggedness, or the opposite trait is expressed; 3=Moderate/average Doggedness; 5=Very high Doggedness clearly expressed in the conversation."
Decency,Decency,personality_trait,True,low,,"1=Very low Decency, or the opposite trait is expressed; 3=Moderate/average Decency; 5=Very high Decency clearly expressed in the conversation."
Processed-food frequency,Processed-food frequency,personality_trait,True,low,,"1=Very low Processed-food frequency, or the opposite trait is expressed; 3=Moderate/average Processed-food frequency; 5=Very high Processed-food frequency clearly expressed in the conversation."
